,Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,quoted clues,contains dir.,"contains ,maybe",contains word before,contains bible clue
306164,11/13/2010,SANDAL,Bit of centurion gear,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.25,0.0,False,False,False,False,False,False,False
306218,11/12/2010,EVE,Chronological threshold,Other,,False,2,23,1,False,False,False,False,0,False,11.0,0,0.0,0.0,False,False,False,False,False,False,False
306353,11/10/2010,ONYX,Cameo gem,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.5,0.0,False,False,False,False,False,False,False
306390,11/10/2010,SIN,Ugly as ___,Other,,False,3,11,5,False,True,False,False,0,False,3.0,0,0.0,0.2727272727272727,False,False,False,False,False,False,False
306395,11/10/2010,BAAL,Jezebel's god,Other,,False,2,13,2,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False,False,False,False,False
306422,11/9/2010,ELI,Manning of the gridiron,Other,,False,4,23,3,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
306538,11/8/2010,WEPT,Openly grieved,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.0,False,False,False,False,False,False,False
306631,11/7/2010,EDEN,British P.M. between Churchill and Macmillan,Other,,False,6,44,7,False,False,False,False,2,False,6.5,0,0.5,0.045454545454545456,False,False,False,False,False,False,False
306689,11/6/2010,SETHS,Actor Rogen and others,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.5,0.0,False,False,False,False,False,False,False
306872,11/4/2010,SEEST,"""Thou ___ I have more flesh than another man"": Falstaff",Other,,False,10,55,15,False,True,False,False,0,False,4.6,0,0.2,0.10909090909090909,False,False,False,False,False,False,False
306935,11/3/2010,ACTS,"""Hamlet"" has five",Other,,False,3,17,4,False,False,False,False,0,False,5.0,0,0.0,0.11764705882352941,False,False,False,False,False,False,False
306963,11/2/2010,ARI,"""Exodus"" hero",Other,,False,2,13,3,False,False,False,False,0,False,6.0,0,0.0,0.15384615384615385,False,False,False,False,False,False,False
307197,10/31/2010,UNTO,Biblical preposition,Other,,False,2,20,1,False,False,False,False,0,False,9.5,0,0.0,0.0,False,False,False,False,False,False,True
307219,10/31/2010,REBA,1988 #1 country album,Other,,False,4,21,9,False,False,False,False,0,False,4.5,0,0.0,0.047619047619047616,False,False,False,False,False,False,False
307306,10/29/2010,ANT,One with a small nest egg?,Other,,True,6,26,6,False,False,False,False,0,False,3.5,0,0.0,0.038461538461538464,False,False,False,False,False,False,False
307394,10/28/2010,REST,Staff symbol,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
307410,10/28/2010,INN,"Barnard's ___, locale in ""Great Expectations""",Other,,False,6,45,12,False,True,False,False,0,False,6.666666666666667,1,0.5,0.15555555555555556,False,False,False,False,False,False,False
307472,10/27/2010,EPIC,"Awesome, in slang",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.058823529411764705,False,False,False,False,False,False,False
307523,10/26/2010,TWO,Duo,Single Word,,False,1,3,0,False,False,False,False,0,False,3.0,0,0.0,0.0,False,False,False,False,False,False,False
307614,10/25/2010,AVA,Gardner of film,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
307642,10/25/2010,EPIC,"""Ben-Hur,"" for one",Other,,False,3,18,6,False,False,False,False,0,False,5.333333333333333,1,0.0,0.2222222222222222,False,False,False,False,False,False,False
307676,10/24/2010,ANNE,Author McCaffrey,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,1.0,0.0,False,False,False,False,False,False,False
307688,10/24/2010,ABBA,Alphabetically first inductee in the Rock and Roll Hall of Fame,Other,,False,11,63,10,False,False,False,False,0,False,4.818181818181818,0,0.36363636363636365,0.0,False,False,False,False,False,False,False
307699,10/24/2010,THEE,What you used to be?,Other,,True,5,20,5,False,False,False,False,0,False,3.2,0,0.0,0.05,False,False,False,False,False,False,False
307739,10/24/2010,ART,"Canvases, say",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.0,0.07692307692307693,False,False,False,False,False,False,False
307765,10/24/2010,ARI,Actress Graynor,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,1.0,0.0,False,False,False,False,False,False,False
307837,10/22/2010,SIN,Let one's god down?,Other,,True,4,19,5,False,False,False,False,0,False,4.0,0,0.0,0.10526315789473684,False,False,False,False,False,False,False
307853,10/22/2010,IRAN,Host of the 1974 Asian Games,Other,,False,6,28,9,False,False,False,False,0,False,3.8333333333333335,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
307979,10/20/2010,ROM,Neighbor of Hung.,Other,,False,3,17,3,False,False,False,False,1,False,5.0,0,0.3333333333333333,0.058823529411764705,False,False,False,False,False,False,False
308009,10/20/2010,MEEK,Docile,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
308016,10/20/2010,ASCH,"""The Nazarene"" author Sholem",Other,,False,4,28,5,False,False,False,False,0,False,6.25,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
308082,10/19/2010,PAUL,Left-handed Beatle,Other,,False,2,18,2,False,False,False,False,0,False,8.5,0,0.5,0.05555555555555555,False,False,False,False,False,False,False
308135,10/18/2010,EST,Inexact no.,Other,,False,2,11,2,False,False,False,False,1,False,5.0,0,0.5,0.09090909090909091,False,False,False,False,False,False,False
308198,10/17/2010,ANANIAS,Biblical liar,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,True
308206,10/17/2010,SEER,"Cassandra, for one",Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,1,0.3333333333333333,0.05555555555555555,False,False,False,False,False,False,False
308278,10/17/2010,EPIC,Sweeping story,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.0,False,False,False,False,False,False,False
308353,10/16/2010,CAIN,First son,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.5,0.0,False,False,False,False,False,False,False
308363,10/15/2010,EDEN,"___ Prairie, Minn.",Other,,False,3,18,7,False,True,False,False,1,False,5.333333333333333,1,0.6666666666666666,0.2777777777777778,False,False,False,False,False,False,False
308400,10/15/2010,TOME,One with an extra-wide spine,Other,,False,5,28,5,False,False,False,False,0,False,4.8,0,0.0,0.03571428571428571,False,False,False,False,False,False,False
308423,10/14/2010,EPIC,Sweeping,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,False,False,False,False,False
308450,10/14/2010,EDEN,Elysium,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
308462,10/14/2010,JOB,"Butcher, baker or candlestick maker",Other,,False,5,35,5,False,False,False,False,0,False,6.2,1,0.2,0.02857142857142857,False,False,False,False,False,False,False
308519,10/13/2010,IDO,Altar agreement,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.0,False,False,False,False,False,False,False
308602,10/12/2010,LEPER,Outcast,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
308721,10/10/2010,YEA,Call of support,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.0,0.0,False,False,False,False,False,False,False
308819,10/10/2010,HOWI,"""That's just ___ feel""",Other,,False,4,22,9,True,True,False,False,0,False,4.75,0,0.0,0.2727272727272727,False,False,True,False,False,False,False
308891,10/9/2010,ESTH,Job preceder: Abbr.,Other,,False,3,19,4,False,False,False,False,1,False,5.666666666666667,0,0.6666666666666666,0.10526315789473684,False,False,False,False,False,False,False
308893,10/8/2010,CANAAN,Biblical figure who received the curse of Ham,Other,,False,8,45,7,False,False,False,False,0,False,4.75,0,0.125,0.0,False,False,False,False,False,False,True
308945,10/7/2010,HAN,Chinese dynasty at the time of Christ,Other,,False,7,37,6,False,False,False,False,0,False,4.428571428571429,0,0.14285714285714285,0.0,False,False,False,False,False,False,False
308961,10/7/2010,GOD,Mercury or Saturn,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
309054,10/6/2010,IRAQ,"""The Hurt Locker"" setting",Other,,False,4,25,5,False,False,False,False,0,False,5.5,0,0.5,0.08,False,False,False,False,False,False,False
309057,10/6/2010,ARI,"___ Gold, agent on ""Entourage""",Other,,False,5,30,10,False,True,False,False,0,False,5.2,1,0.4,0.2,False,False,False,False,False,False,False
309091,10/5/2010,REL,"Thanksgiving invitee, commonly: Abbr.",Other,,False,4,37,6,False,False,False,False,1,False,8.5,1,0.25,0.08108108108108109,False,False,False,False,False,False,False
309099,10/5/2010,ASSES,Beasts of burden,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.0,0.0,False,False,False,False,False,False,False
309163,10/4/2010,EPIC,On a grand scale,Other,,False,4,16,3,False,False,False,False,0,False,3.25,0,0.0,0.0,False,False,False,False,False,False,False
309312,10/3/2010,INRI,Crucifix letters,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,0.5,0.0,False,False,False,False,False,False,False
309365,10/2/2010,MARIA,"She's a problem that needs to be solved, in song",Other,,False,10,48,11,False,False,False,False,0,False,3.9,1,0.1,0.041666666666666664,False,False,False,False,False,False,False
309456,10/1/2010,ABBA,"Pop group whose first Top 40 album was, appropriately, ""Arrival""",Other,,False,10,64,15,False,False,False,False,0,False,5.5,2,0.3,0.0625,False,False,False,False,False,False,False
309507,9/30/2010,NUM,Deut. preceder,Other,,False,2,14,2,False,False,False,False,1,False,6.5,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
309559,9/29/2010,BABE,Term of endearment,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
309698,9/28/2010,EDEN,Fall place,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.0,False,False,False,False,False,False,False
309716,9/27/2010,SON,"Heir, but not an heiress",Other,,False,5,24,5,False,False,False,False,0,False,4.0,1,0.2,0.041666666666666664,False,False,False,False,False,False,False
309728,9/27/2010,MARIA,"""Ave ___"" (Latin prayer)",Other,,False,4,24,10,False,True,False,False,0,False,5.25,0,0.25,0.2916666666666667,False,False,False,False,False,False,False
309760,9/27/2010,ONYX,Gem with colored bands,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.25,0.0,False,False,False,False,False,False,False
309782,9/26/2010,ERAT,Part of Q.E.D.,Other,,False,3,14,5,False,False,False,False,3,False,4.0,0,0.3333333333333333,0.21428571428571427,False,False,False,False,False,False,False
309789,9/26/2010,EPIC,Homeric genre,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
309805,9/26/2010,AARON,First name alphabetically in the Baseball Hall of Fame,Other,,False,9,54,8,False,False,False,False,0,False,5.111111111111111,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
309849,9/26/2010,SIMEON,One of the 12 tribes of Israel,Other,,False,7,30,8,False,False,False,False,0,False,3.4285714285714284,0,0.14285714285714285,0.0,False,False,False,False,False,False,False
309930,9/25/2010,ANNE,James I's queen consort,Other,,False,4,23,4,False,False,False,False,0,False,5.0,0,0.5,0.043478260869565216,False,False,False,False,False,False,False
309986,9/24/2010,EXODUS,Escapist reading?,Other,,True,2,17,2,False,False,False,False,0,False,8.0,0,0.0,0.058823529411764705,False,False,False,False,False,False,False
310033,9/23/2010,INRI,Letters on a crucifix,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.0,0.0,False,False,False,False,False,False,False
310114,9/22/2010,EPIC,Like some battles,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
310208,9/21/2010,ESTH,Book after Neh.,Other,,False,3,15,3,False,False,False,False,1,False,4.333333333333333,0,0.6666666666666666,0.06666666666666667,False,False,False,False,False,False,False
310296,9/19/2010,LUKE,It mentions the Prodigal Son,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.6,0.0,False,False,False,False,False,False,False
310342,9/19/2010,JOB,It might be found in a plant,Other,,False,7,28,6,False,False,False,False,0,False,3.142857142857143,0,0.14285714285714285,0.0,False,False,False,False,False,False,False
310413,9/19/2010,ISAAC,Singer of sewing machine fame,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
310440,9/18/2010,IONIA,Site of a noted ancient league,Other,,False,6,30,5,False,False,False,False,0,False,4.166666666666667,0,0.16666666666666666,0.0,False,False,False,False,False,False,False
310492,9/17/2010,SEM,Sch. for the preordained?,Other,,True,4,25,5,False,False,False,False,1,False,5.5,0,0.25,0.08,False,False,False,False,False,False,False
310603,9/16/2010,THEE,"You, once",Other,,False,2,9,2,False,False,False,False,0,False,4.0,1,0.5,0.1111111111111111,False,False,False,False,False,False,False
310624,9/15/2010,ABBA,"""Take a Chance on Me"" group",Other,,False,6,27,7,False,False,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.07407407407407407,False,False,False,False,False,False,False
310648,9/15/2010,CAMEL,Certain cigarette,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.5,0.0,False,False,False,False,False,False,False
310659,9/15/2010,ASS,Long-eared farm animal,Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,0,0.0,0.045454545454545456,False,False,False,False,False,False,False
310696,9/14/2010,TORAH,It's read from right to left,Other,,False,6,28,6,False,False,False,False,0,False,3.8333333333333335,0,0.16666666666666666,0.03571428571428571,False,False,False,False,False,False,False
310715,9/14/2010,THEE,"You, to a Quaker",Other,,False,4,16,4,False,False,False,False,0,False,3.25,1,0.5,0.0625,False,False,False,False,False,False,False
310733,9/14/2010,IDO,"Response to ""Who wants ice cream?!""",Other,,False,6,35,9,False,False,False,False,0,False,5.0,0,0.16666666666666666,0.11428571428571428,False,False,False,False,False,False,False
310831,9/12/2010,ASS,Obstinate type,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.0,False,False,False,False,False,False,False
310972,9/11/2010,THY,"""___ plaintive anthem fades"": Keats",Other,,False,5,35,10,False,True,False,False,0,False,6.2,0,0.2,0.17142857142857143,False,False,False,False,False,False,False
311063,9/10/2010,BAAL,Ancient fertility god,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
311092,9/9/2010,PSALMS,Much-read book of 150 poems,Other,,False,5,27,8,False,False,False,False,0,False,4.6,0,0.0,0.037037037037037035,False,False,False,False,False,False,False
311112,9/9/2010,IRAQ,Modern locale of ancient Ur,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.4,0.0,False,False,False,False,False,False,False
311223,9/7/2010,ART,Class with crayons,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.0,0.0,False,False,False,False,False,False,False
311229,9/7/2010,EDEN,Sir Anthony formerly of 10 Downing Street,Other,,False,7,41,8,False,False,False,False,0,False,5.0,0,0.5714285714285714,0.0,False,False,False,False,False,False,False
311316,9/6/2010,ALOU,Jesus of the 1960s Giants,Other,,False,5,25,8,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,False,True
311319,9/6/2010,REST,Take a breather,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.0,0.0,False,False,False,False,False,False,False
311325,9/6/2010,URIAH,Dickens's ___ Heep,Other,,False,3,18,6,False,True,False,False,0,False,5.333333333333333,0,0.6666666666666666,0.2222222222222222,False,False,False,False,False,False,False
311509,9/4/2010,ASS,Utter doofus,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
311628,9/2/2010,ROOD,Cross,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
311703,9/1/2010,EAST,A.L. or N.L. division,Other,,False,4,21,7,False,False,False,False,4,False,4.5,0,0.5,0.19047619047619047,False,False,False,False,False,False,False
311751,8/31/2010,ESTH,Only O.T. book that never mentions God: Abbr.,Other,,False,8,45,11,False,False,False,False,3,False,4.75,0,0.375,0.08888888888888889,False,False,False,False,False,False,False
311837,8/30/2010,ETH,Biblical verb ending,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,True
311873,8/30/2010,PEW,Sunday seat,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.0,False,False,False,False,False,False,False
311910,8/29/2010,MOAB,Biblical kingdom,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,0.0,0.0,False,False,False,False,False,False,True
311930,8/29/2010,SHEBA,Title dog in an Inge play,Other,,False,6,25,5,False,False,False,False,0,False,3.3333333333333335,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
311934,8/29/2010,ERAT,Part of Q.E.D.,Other,,False,3,14,5,False,False,False,False,3,False,4.0,0,0.3333333333333333,0.21428571428571427,False,False,False,False,False,False,False
311962,8/29/2010,HAST,"Own, in the past",Other,,False,4,16,4,False,False,False,False,0,False,3.25,1,0.25,0.0625,False,False,False,False,False,False,False
312060,8/28/2010,EDEN,An old couple fell in it,Other,,False,6,24,5,False,False,False,False,0,False,3.1666666666666665,0,0.0,0.0,False,False,False,False,False,False,False
312074,8/28/2010,ENOS,1980 TV spinoff,Other,,False,3,15,6,False,False,False,False,0,False,4.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
312147,8/26/2010,REST,Balance,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
312162,8/26/2010,ANNE,Rice on a shelf,Other,,False,4,15,3,False,False,False,False,0,False,3.0,0,0.0,0.0,False,False,False,False,False,False,False
312181,8/26/2010,ABNER,Capp lad,Other,,False,2,8,1,False,False,False,False,0,False,3.5,0,0.5,0.0,False,False,False,False,False,False,False
312200,8/26/2010,AHAB,"Captain with a ""regal overbearing dignity of some mighty woe""",Other,,False,10,61,11,False,False,False,False,0,False,5.2,0,0.0,0.03278688524590164,False,False,False,False,False,False,False
312239,8/25/2010,LAMB,Kebab meat,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.0,False,False,False,False,False,False,False
312263,8/25/2010,REBA,Sitcom with the character B.J.,Other,,False,5,30,6,False,False,False,False,2,False,5.2,0,0.2,0.06666666666666667,False,False,False,False,False,False,False
312280,8/25/2010,ABBA,"""SOS"" band",Other,,False,2,10,3,False,False,False,False,0,False,4.5,0,0.0,0.2,False,False,False,False,False,False,False
312303,8/24/2010,ESAU,"Biblical figure whose name means ""hairy"" in Hebrew",Other,,False,8,50,9,False,False,False,False,0,False,5.375,0,0.125,0.04,False,False,False,False,False,False,True
312356,8/23/2010,SARAH,Funnywoman Silverman,Other,,False,2,20,1,False,False,False,False,0,False,9.5,0,1.0,0.0,False,False,False,False,False,False,False
312373,8/23/2010,AARONS,Burr and Copland,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
312379,8/23/2010,ELNINO,Pacific weather phenomenon,Other,,False,3,26,2,False,False,False,False,0,False,8.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
312436,8/22/2010,SETH,TV producer MacFarlane,Other,,False,3,22,2,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
312513,8/22/2010,ASSES,Beasts of burden,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.0,0.0,False,False,False,False,False,False,False
312542,8/22/2010,SIMON,Electronic game fad of the 1980s,Other,,False,6,32,9,False,False,False,False,0,False,4.5,0,0.0,0.0,False,False,False,False,False,False,False
312778,8/18/2010,OBAMA,First president whose name ends in a vowel other than E or Y,Other,,False,13,60,12,False,False,False,False,0,False,3.6923076923076925,0,0.23076923076923078,0.0,False,False,False,False,False,False,False
312802,8/18/2010,TEXT,"Send a quick update, in a way",Other,,False,7,29,7,False,False,False,False,0,False,3.2857142857142856,1,0.0,0.034482758620689655,False,False,False,False,False,False,False
312827,8/17/2010,ERAT,"""In principio ___ Verbum"" (words from John 1:1)",Other,,False,8,47,17,False,True,False,False,0,False,5.0,0,0.25,0.1702127659574468,False,False,False,False,False,False,False
312891,8/16/2010,IDOLS,Kelly Clarkson and Fantasia,Other,,False,4,27,3,False,False,False,False,0,False,6.0,0,0.75,0.0,False,False,False,False,False,False,False
312897,8/16/2010,ILE,Paris's ___ de la Cite,Other,,False,5,22,8,False,True,False,False,0,False,3.6,0,0.4,0.18181818181818182,False,False,False,False,False,False,False
312913,8/16/2010,AMOS,"""Famous"" cookie guy",Other,,False,3,19,4,False,False,False,False,0,False,5.666666666666667,0,0.0,0.10526315789473684,False,False,False,False,False,False,False
312931,8/16/2010,SAUL,Author Bellow,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
312939,8/16/2010,IRAN,Tehran is its capital,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.25,0.0,False,False,False,False,False,False,False
312960,8/15/2010,TRIO,"Cream, e.g.",Other,,False,2,11,4,False,False,False,False,2,False,5.0,1,0.5,0.2727272727272727,True,False,False,False,False,False,False
313039,8/15/2010,STPAUL,Biblical correspondent,Other,,False,2,22,1,False,False,False,False,0,False,10.5,0,0.0,0.0,False,False,False,False,False,False,True
313128,8/14/2010,OYE,"Gloria Estefan hit whose title is Spanish for ""Listen!""",Other,,False,9,55,11,False,False,False,False,0,False,5.222222222222222,0,0.4444444444444444,0.05454545454545454,False,False,False,False,False,False,False
313195,8/12/2010,RED,Stop on it,Other,,False,3,10,2,False,False,False,False,0,False,2.6666666666666665,0,0.0,0.0,False,False,False,False,False,False,False
313217,8/12/2010,HAST,"Verb with ""thou""",Other,,False,3,16,4,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.125,False,False,False,False,False,False,False
313336,8/11/2010,ELI,New Haven student,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
313337,8/11/2010,REL,Fam. member,Other,,False,2,11,2,False,False,False,False,1,False,5.0,0,0.5,0.09090909090909091,False,False,False,False,False,False,False
313422,8/9/2010,TOME,Any volume of the Oxford English Dictionary,Other,,False,7,43,6,False,False,False,False,0,False,5.285714285714286,0,0.42857142857142855,0.0,False,False,False,False,False,False,False
313450,8/9/2010,COMETH,"""The Iceman ___""",Other,,False,3,16,7,True,True,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.3125,False,False,True,False,False,False,False
313461,8/9/2010,ACTS,Is a cast member,Other,,False,4,16,3,False,False,False,False,0,False,3.25,0,0.0,0.0,False,False,False,False,False,False,False
313472,8/9/2010,SETH,"Actor Rogen of ""Knocked Up""",Other,,False,5,27,6,False,False,False,False,0,False,4.6,0,0.8,0.07407407407407407,False,False,False,False,False,False,False
313552,8/8/2010,ILE,Quebec's Grosse-___,Other,,False,2,19,6,False,True,False,False,0,False,9.0,0,1.0,0.2631578947368421,False,False,False,False,False,False,False
313593,8/8/2010,SANDAL,It has a bottom but no top,Other,,False,7,26,6,False,False,False,False,0,False,2.857142857142857,0,0.14285714285714285,0.0,False,False,False,False,False,False,False
313611,8/8/2010,ERAT,Part of Q.E.D.,Other,,False,3,14,5,False,False,False,False,3,False,4.0,0,0.3333333333333333,0.21428571428571427,False,False,False,False,False,False,False
313614,8/8/2010,IDO,Swear words in a swearing-in,Other,,False,5,28,5,False,False,False,False,0,False,4.8,0,0.0,0.03571428571428571,False,False,False,False,False,False,False
313739,8/5/2010,ASS,Pompous sort,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.0,False,False,False,False,False,False,False
313776,8/5/2010,MICAH,Prophet who prophesied that the Savior would come from Bethlehem,Other,,False,10,64,9,False,False,False,False,0,False,5.5,0,0.3,0.0,False,False,False,False,False,False,False
313824,8/4/2010,IDO,Swearing-in phrase,Other,,False,2,18,2,False,False,False,False,0,False,8.5,0,0.0,0.05555555555555555,False,False,False,False,False,False,False
313894,8/3/2010,ISA,"""This ___ test""",Other,,False,3,15,7,True,True,False,False,0,False,4.333333333333333,0,0.0,0.3333333333333333,False,False,True,False,False,False,False
313909,8/3/2010,ECCE,"""___ homo""",Other,,False,2,10,6,True,True,False,False,0,False,4.5,0,0.0,0.5,False,False,True,False,False,False,False
313934,8/3/2010,SIN,"Idolatry, for one",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.0,0.058823529411764705,False,False,False,False,False,False,False
313937,8/2/2010,REST,Sleep,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
313955,8/2/2010,ASS,Idiot,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
313960,8/2/2010,EST,Inexact fig.,Other,,False,2,12,2,False,False,False,False,1,False,5.5,0,0.5,0.08333333333333333,False,False,False,False,False,False,False
313969,8/2/2010,ART,"Linkletter who hosted TV's ""House Party""",Other,,False,6,40,8,False,False,False,False,0,False,5.833333333333333,0,0.5,0.075,False,False,False,False,False,False,False
313971,8/2/2010,EVE,She raised Cain,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
313990,8/2/2010,SAYEST,"""Thou ___"" (Jesus' response to Pilate)",Other,,False,6,38,13,False,True,False,False,0,False,5.5,0,0.3333333333333333,0.21052631578947367,False,False,False,False,False,False,True
314015,8/1/2010,ANNE,Sister of Charlotte and Emily,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.4,0.0,False,False,False,False,False,False,False
314027,8/1/2010,EDEN,Location for the Fall,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.25,0.0,False,False,False,False,False,False,False
314081,8/1/2010,PEWS,Sunday seats,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
314083,8/1/2010,CALLAS,"Leonard Bernstein called her ""The Bible of opera""",Other,,False,8,49,9,False,False,False,False,0,False,5.25,0,0.5,0.04081632653061224,False,False,False,False,False,False,True
314127,8/1/2010,ILE,"Saint-Martin, e.g.",Other,,False,2,18,5,False,False,False,False,2,False,8.5,1,0.5,0.2222222222222222,True,False,False,False,False,False,False
314145,7/31/2010,INN,Traditional gathering place in old Europe,Other,,False,6,41,5,False,False,False,False,0,False,6.0,0,0.16666666666666666,0.0,False,False,False,False,False,False,False
314159,7/31/2010,FIG,Whit,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,False,False,False,False,False
314261,7/29/2010,ENDOR,"Enchanted world in ""Return of the Jedi""",Other,,False,7,39,8,False,False,False,False,0,False,4.714285714285714,0,0.2857142857142857,0.05128205128205128,False,False,False,False,False,False,False
314265,7/29/2010,INN,Stopover,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,False,False,False,False,False
314345,7/28/2010,ENDOR,Biblical witch's home,Other,,False,3,21,3,False,False,False,False,0,False,6.333333333333333,0,0.3333333333333333,0.047619047619047616,False,False,False,False,False,False,True
314364,7/28/2010,ESAU,Genesis twin,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
